galaxy,r_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms,D_Mpc,D_err_Mpc,i_deg,i_err_deg,L36_tot,M_HI,L36_disk,L36_bulge
NGC3992,22.94,271.0,5.7,231.91,0.0,46.25,23.7,2.3,56.0,2.0,226.932,16.599,,
NGC3992,27.52,264.0,5.3,206.95,0.0,52.31,23.7,2.3,56.0,2.0,226.932,16.599,,
NGC3992,32.11,242.0,7.4,187.25,0.0,49.34,23.7,2.3,56.0,2.0,226.932,16.599,,
NGC3992,36.7,244.0,5.3,173.25,0.0,46.74,23.7,2.3,56.0,2.0,226.932,16.599,,
NGC3992,41.44,241.0,6.2,161.14,0.0,45.26,23.7,2.3,56.0,2.0,226.932,16.599,,
NGC3992,46.02,237.0,8.6,151.17,0.0,44.89,23.7,2.3,56.0,2.0,226.932,16.599,,
NGC4010,0.87,39.3,6.6,32.75,0.0,0.0,18.0,2.5,89.0,1.0,17.193,2.832,,
NGC4010,1.74,54.6,5.6,62.91,0.0,11.53,18.0,2.5,89.0,1.0,17.193,2.832,,
NGC4010,2.61,65.5,6.7,83.12,0.0,13.36,18.0,2.5,89.0,1.0,17.193,2.832,,
NGC4010,3.5,83.9,5.2,93.77,0.0,15.73,18.0,2.5,89.0,1.0,17.193,2.832,,
NGC4010,4.37,94.3,6.3,97.55,0.0,19.72,18.0,2.5,89.0,1.0,17.193,2.832,,
NGC4010,5.24,104.0,5.7,98.14,0.0,22.31,18.0,2.5,89.0,1.0,17.193,2.832,,
NGC4010,6.11,115.0,5.1,98.57,0.0,25.86,18.0,2.5,89.0,1.0,17.193,2.832,,
NGC4010,6.98,127.0,5.1,99.07,0.0,29.63,18.0,2.5,89.0,1.0,17.193,2.832,,
NGC4010,7.85,129.0,5.1,99.28,0.0,33.19,18.0,2.5,89.0,1.0,17.193,2.832,,
NGC4010,8.72,127.0,5.1,96.65,0.0,36.53,18.0,2.5,89.0,1.0,17.193,2.832,,
NGC4010,9.6,124.0,5.1,93.39,0.0,35.56,18.0,2.5,89.0,1.0,17.193,2.832,,
NGC4010,10.47,122.0,3.9,90.22,0.0,33.73,18.0,2.5,89.0,1.0,17.193,2.832,,
NGC4013,5.49,198.0,10.0,186.83,108.11,0.0,18.0,2.5,89.0,1.0,79.094,2.967,,
NGC4013,6.17,195.0,5.0,197.4,102.7,10.14,18.0,2.5,89.0,1.0,79.094,2.967,,
NGC4013,6.92,194.0,4.0,203.18,97.43,19.07,18.0,2.5,89.0,1.0,79.094,2.967,,
NGC4013,7.69,195.0,3.0,205.95,92.74,24.03,18.0,2.5,89.0,1.0,79.094,2.967,,
NGC4013,8.36,195.0,3.0,205.73,88.92,26.62,18.0,2.5,89.0,1.0,79.094,2.967,,
NGC4013,9.12,195.0,3.0,202.75,85.21,28.67,18.0,2.5,89.0,1.0,79.094,2.967,,
NGC4013,9.88,192.0,7.0,195.44,81.9,29.74,18.0,2.5,89.0,1.0,79.094,2.967,,
NGC4013,10.56,188.0,8.0,185.44,79.23,29.63,18.0,2.5,89.0,1.0,79.094,2.967,,
NGC4013,11.31,186.0,7.0,175.66,76.58,29.42,18.0,2.5,89.0,1.0,79.094,2.967,,
NGC4013,12.08,186.0,6.0,166.96,74.1,29.85,18.0,2.5,89.0,1.0,79.094,2.967,,
NGC4013,12.77,186.0,5.0,160.29,72.07,30.5,18.0,2.5,89.0,1.0,79.094,2.967,,
NGC4013,13.47,185.0,6.0,154.56,70.18,31.57,18.0,2.5,89.0,1.0,79.094,2.967,,
NGC4013,14.17,180.0,10.0,149.44,68.41,32.44,18.0,2.5,89.0,1.0,79.094,2.967,,
NGC4013,14.98,163.0,8.0,144.15,66.54,32.98,18.0,2.5,89.0,1.0,79.094,2.967,,
NGC4013,15.68,162.0,6.0,140.03,65.04,32.44,18.0,2.5,89.0,1.0,79.094,2.967,,
NGC4013,16.37,164.0,5.0,136.17,63.66,31.79,18.0,2.5,89.0,1.0,79.094,2.967,,
NGC4013,17.19,166.0,5.0,132.07,62.12,30.82,18.0,2.5,89.0,1.0,79.094,2.967,,
NGC4013,17.88,166.0,5.0,128.95,60.91,29.63,18.0,2.5,89.0,1.0,79.094,2.967,,
NGC4013,18.58,166.0,5.0,126.05,59.75,28.56,18.0,2.5,89.0,1.0,79.094,2.967,,
NGC4013,19.39,166.0,5.0,122.95,58.49,27.91,18.0,2.5,89.0,1.0,79.094,2.967,,
NGC4013,20.09,168.0,5.0,120.47,57.46,27.26,18.0,2.5,89.0,1.0,79.094,2.967,,
NGC4013,20.79,172.0,5.0,118.15,56.49,26.4,18.0,2.5,89.0,1.0,79.094,2.967,,
NGC4013,21.48,173.0,5.0,116.0,55.57,25.97,18.0,2.5,89.0,1.0,79.094,2.967,,
NGC4013,22.3,171.0,5.0,113.61,54.54,26.08,18.0,2.5,89.0,1.0,79.094,2.967,,
NGC4013,22.99,170.0,5.0,111.72,53.72,26.4,18.0,2.5,89.0,1.0,79.094,2.967,,
NGC4013,23.69,172.0,5.0,109.89,52.92,27.16,18.0,2.5,89.0,1.0,79.094,2.967,,
NGC4013,24.39,173.0,5.0,108.16,52.15,28.88,18.0,2.5,89.0,1.0,79.094,2.967,,
NGC4013,25.2,176.0,5.0,106.26,51.31,30.17,18.0,2.5,89.0,1.0,79.094,2.967,,
NGC4013,25.9,178.0,5.0,104.71,50.61,29.96,18.0,2.5,89.0,1.0,79.094,2.967,,
NGC4013,26.59,180.0,6.0,103.24,49.95,29.63,18.0,2.5,89.0,1.0,79.094,2.967,,
NGC4013,27.41,180.0,8.0,101.58,49.19,29.1,18.0,2.5,89.0,1.0,79.094,2.967,,
NGC4013,28.1,180.0,5.0,100.24,48.59,28.45,18.0,2.5,89.0,1.0,79.094,2.967,,
NGC4013,28.8,180.0,5.0,98.94,47.99,28.02,18.0,2.5,89.0,1.0,79.094,2.967,,
NGC4013,29.61,178.0,5.0,97.5,47.33,27.59,18.0,2.5,89.0,1.0,79.094,2.967,,
NGC4013,30.31,174.0,5.0,96.31,46.78,27.59,18.0,2.5,89.0,1.0,79.094,2.967,,
NGC4013,31.01,170.0,10.0,95.16,46.25,26.19,18.0,2.5,89.0,1.0,79.094,2.967,,
NGC4051,1.74,121.0,14.8,169.0,0.0,0.0,18.0,2.5,49.0,3.0,95.268,2.697,,
NGC4051,3.5,116.0,7.8,138.74,0.0,0.0,18.0,2.5,49.0,3.0,95.268,2.697,,
NGC4051,5.24,140.0,7.0,151.11,0.0,9.08,18.0,2.5,49.0,3.0,95.268,2.697,,
NGC4051,6.98,160.0,6.6,181.17,0.0,18.43,18.0,2.5,49.0,3.0,95.268,2.697,,
NGC4051,8.72,161.0,5.2,195.63,0.0,29.1,18.0,2.5,49.0,3.0,95.268,2.697,,
NGC4051,10.47,154.0,7.4,181.53,0.0,34.92,18.0,2.5,49.0,3.0,95.268,2.697,,
NGC4051,12.19,153.0,9.8,169.17,0.0,38.79,18.0,2.5,49.0,3.0,95.268,2.697,,
NGC4068,0.21,4.68,3.65,6.84,0.0,0.92,4.37,0.22,44.0,6.0,0.236,0.154,,
NGC4068,0.64,13.1,3.44,16.7,0.0,4.01,4.37,0.22,44.0,6.0,0.236,0.154,,
NGC4068,1.06,22.5,2.45,21.47,0.0,7.7,4.37,0.22,44.0,6.0,0.236,0.154,,
NGC4068,1.48,30.4,1.71,23.36,0.0,12.5,4.37,0.22,44.0,6.0,0.236,0.154,,
NGC4068,1.91,36.0,1.7,23.95,0.0,17.24,4.37,0.22,44.0,6.0,0.236,0.154,,
NGC4068,2.33,41.9,4.97,22.61,0.0,19.86,4.37,0.22,44.0,6.0,0.236,0.154,,
NGC4085,0.87,42.2,7.3,94.8,0.0,0.0,18.0,2.5,82.0,2.0,21.724,1.349,,
NGC4085,1.74,79.9,5.9,129.33,0.0,11.42,18.0,2.5,82.0,2.0,21.724,1.349,,
NGC4085,2.71,112.0,6.2,142.76,0.0,11.32,18.0,2.5,82.0,2.0,21.724,1.349,,
NGC4085,3.58,127.0,4.9,148.78,0.0,18.54,18.0,2.5,82.0,2.0,21.724,1.349,,
NGC4085,4.45,130.0,4.9,155.31,0.0,23.17,18.0,2.5,82.0,2.0,21.724,1.349,,
NGC4085,5.32,133.0,4.5,149.59,0.0,25.76,18.0,2.5,82.0,2.0,21.724,1.349,,
NGC4085,6.2,136.0,7.4,139.16,0.0,25.0,18.0,2.5,82.0,2.0,21.724,1.349,,
NGC4088,1.74,84.9,11.3,137.12,0.0,0.0,18.0,2.5,69.0,2.0,107.286,8.226,,
NGC4088,3.5,136.0,9.9,180.27,0.0,0.0,18.0,2.5,69.0,2.0,107.286,8.226,,
NGC4088,5.24,162.0,8.0,240.94,0.0,16.92,18.0,2.5,69.0,2.0,107.286,8.226,,
NGC4088,6.98,179.0,6.5,264.14,0.0,31.57,18.0,2.5,69.0,2.0,107.286,8.226,,
NGC4088,8.72,182.0,6.1,243.55,0.0,42.24,18.0,2.5,69.0,2.0,107.286,8.226,,
NGC4088,10.47,179.0,7.0,230.28,0.0,48.71,18.0,2.5,69.0,2.0,107.286,8.226,,
NGC4088,12.19,174.0,6.2,219.07,0.0,53.67,18.0,2.5,69.0,2.0,107.286,8.226,,
NGC4088,13.94,171.0,7.2,199.15,0.0,54.74,18.0,2.5,69.0,2.0,107.286,8.226,,
NGC4088,15.68,168.0,6.1,184.18,0.0,54.64,18.0,2.5,69.0,2.0,107.286,8.226,,
NGC4088,17.42,165.0,5.6,172.93,0.0,53.77,18.0,2.5,69.0,2.0,107.286,8.226,,
NGC4088,19.28,171.0,8.6,162.7,0.0,52.37,18.0,2.5,69.0,2.0,107.286,8.226,,
NGC4088,21.48,174.0,7.6,152.44,0.0,50.22,18.0,2.5,69.0,2.0,107.286,8.226,,
NGC4100,2.61,120.0,10.5,126.18,0.0,5.71,18.0,2.5,73.0,2.0,59.394,3.102,,
NGC4100,3.5,148.0,7.5,135.14,0.0,9.28,18.0,2.5,73.0,2.0,59.394,3.102,,
NGC4100,4.37,168.0,6.2,152.52,0.0,13.15,18.0,2.5,73.0,2.0,59.394,3.102,,
NGC4100,5.24,182.0,6.1,177.98,0.0,16.38,18.0,2.5,73.0,2.0,59.394,3.102,,
NGC4100,6.11,190.0,5.2,196.88,0.0,19.18,18.0,2.5,73.0,2.0,59.394,3.102,,
NGC4100,6.98,194.0,5.7,207.03,0.0,21.66,18.0,2.5,73.0,2.0,59.394,3.102,,
NGC4100,7.85,195.0,6.1,198.89,0.0,23.38,18.0,2.5,73.0,2.0,59.394,3.102,,
NGC4100,8.72,193.0,4.8,191.25,0.0,24.46,18.0,2.5,73.0,2.0,59.394,3.102,,
NGC4100,9.6,192.0,3.9,180.26,0.0,25.0,18.0,2.5,73.0,2.0,59.394,3.102,,
NGC4100,10.47,192.0,3.5,169.65,0.0,25.65,18.0,2.5,73.0,2.0,59.394,3.102,,
NGC4100,11.35,191.0,4.4,162.03,0.0,26.73,18.0,2.5,73.0,2.0,59.394,3.102,,
NGC4100,12.19,189.0,4.8,157.28,0.0,28.34,18.0,2.5,73.0,2.0,59.394,3.102,,
NGC4100,13.12,185.0,5.3,152.13,0.0,30.6,18.0,2.5,73.0,2.0,59.394,3.102,,
NGC4100,13.94,182.0,4.5,146.63,0.0,32.54,18.0,2.5,73.0,2.0,59.394,3.102,,
NGC4100,14.86,179.0,6.6,141.01,0.0,34.38,18.0,2.5,73.0,2.0,59.394,3.102,,
NGC4100,15.68,176.0,6.2,136.34,0.0,36.42,18.0,2.5,73.0,2.0,59.394,3.102,,
NGC4100,16.61,174.0,6.6,131.69,0.0,38.36,18.0,2.5,73.0,2.0,59.394,3.102,,
NGC4100,17.42,178.0,8.7,128.17,0.0,38.9,18.0,2.5,73.0,2.0,59.394,3.102,,
NGC4100,18.35,177.0,6.2,124.63,0.0,37.93,18.0,2.5,73.0,2.0,59.394,3.102,,
NGC4100,19.16,169.0,5.9,121.38,0.0,36.96,18.0,2.5,73.0,2.0,59.394,3.102,,
NGC4100,20.09,158.0,6.3,117.8,0.0,36.1,18.0,2.5,73.0,2.0,59.394,3.102,,
NGC4100,21.02,158.0,7.6,114.69,0.0,34.92,18.0,2.5,73.0,2.0,59.394,3.102,,
NGC4100,21.95,158.0,8.9,111.9,0.0,33.73,18.0,2.5,73.0,2.0,59.394,3.102,,
NGC4100,22.76,159.0,9.0,109.45,0.0,32.65,18.0,2.5,73.0,2.0,59.394,3.102,,
NGC4138,2.61,179.0,14.7,197.55,118.24,8.52,18.0,2.5,53.0,3.0,44.111,1.483,,
NGC4138,5.24,195.0,6.8,177.52,83.47,19.72,18.0,2.5,53.0,3.0,44.111,1.483,,
NGC4138,7.85,181.0,9.8,148.4,68.2,23.38,18.0,2.5,53.0,3.0,44.111,1.483,,
NGC4138,10.65,162.0,20.4,126.45,58.55,20.04,18.0,2.5,53.0,3.0,44.111,1.483,,
NGC4138,13.47,145.0,9.6,110.59,52.06,20.8,18.0,2.5,53.0,3.0,44.111,1.483,,
NGC4138,16.03,147.0,17.9,100.09,47.73,22.85,18.0,2.5,53.0,3.0,44.111,1.483,,
NGC4138,18.58,150.0,21.0,92.33,44.33,23.38,18.0,2.5,53.0,3.0,44.111,1.483,,
NGC4157,1.74,96.4,12.1,129.95,70.64,5.73,18.0,2.5,82.0,3.0,105.62,8.226,,
NGC4157,3.5,157.0,10.5,217.21,49.8,16.49,18.0,2.5,82.0,3.0,105.62,8.226,,
NGC4157,5.24,192.0,8.4,237.63,40.7,21.44,18.0,2.5,82.0,3.0,105.62,8.226,,
NGC4157,6.98,201.0,6.9,246.25,35.27,24.35,18.0,2.5,82.0,3.0,105.62,8.226,,
NGC4157,8.72,201.0,7.3,251.02,31.55,30.5,18.0,2.5,82.0,3.0,105.62,8.226,,
NGC4157,10.47,194.0,6.4,230.73,28.8,41.92,18.0,2.5,82.0,3.0,105.62,8.226,,
NGC4157,12.19,190.0,6.0,208.57,26.69,51.62,18.0,2.5,82.0,3.0,105.62,8.226,,
NGC4157,13.94,186.0,6.4,192.8,24.96,50.11,18.0,2.5,82.0,3.0,105.62,8.226,,
NGC4157,15.68,184.0,6.4,179.28,23.53,48.39,18.0,2.5,82.0,3.0,105.62,8.226,,
NGC4157,17.42,182.0,7.3,169.24,22.32,52.05,18.0,2.5,82.0,3.0,105.62,8.226,,
NGC4157,19.16,181.0,6.6,160.07,21.29,50.54,18.0,2.5,82.0,3.0,105.62,8.226,,
NGC4157,20.9,183.0,6.5,151.49,20.38,48.06,18.0,2.5,82.0,3.0,105.62,8.226,,
NGC4157,22.65,185.0,6.5,145.0,19.58,52.27,18.0,2.5,82.0,3.0,105.62,8.226,,
NGC4157,24.39,186.0,9.1,138.91,18.87,50.33,18.0,2.5,82.0,3.0,105.62,8.226,,
NGC4157,26.13,186.0,11.4,133.62,18.23,47.42,18.0,2.5,82.0,3.0,105.62,8.226,,
NGC4157,27.87,184.0,13.6,128.95,17.65,44.83,18.0,2.5,82.0,3.0,105.62,8.226,,
NGC4157,29.61,185.0,13.6,124.77,17.12,43.0,18.0,2.5,82.0,3.0,105.62,8.226,,
NGC4183,0.87,47.1,8.2,39.16,0.0,2.5,18.0,2.5,82.0,2.0,10.838,3.506,,
NGC4183,1.74,65.9,6.6,48.78,0.0,5.78,18.0,2.5,82.0,2.0,10.838,3.506,,
NGC4183,2.61,76.1,5.6,56.83,0.0,11.64,18.0,2.5,82.0,2.0,10.838,3.506,,
NGC4183,3.5,85.7,5.6,59.49,0.0,13.9,18.0,2.5,82.0,2.0,10.838,3.506,,
NGC4183,4.37,96.6,5.2,65.42,0.0,17.89,18.0,2.5,82.0,2.0,10.838,3.506,,
NGC4183,5.24,99.3,5.2,68.37,0.0,23.49,18.0,2.5,82.0,2.0,10.838,3.506,,
NGC4183,6.11,103.0,5.2,71.96,0.0,25.97,18.0,2.5,82.0,2.0,10.838,3.506,,
NGC4183,6.98,107.0,5.2,75.74,0.0,27.48,18.0,2.5,82.0,2.0,10.838,3.506,,
NGC4183,7.85,111.0,5.2,78.27,0.0,31.47,18.0,2.5,82.0,2.0,10.838,3.506,,
NGC4183,8.72,114.0,6.1,80.37,0.0,35.45,18.0,2.5,82.0,2.0,10.838,3.506,,
NGC4183,9.6,115.0,6.1,78.73,0.0,36.42,18.0,2.5,82.0,2.0,10.838,3.506,,
NGC4183,10.47,111.0,5.6,74.74,0.0,37.82,18.0,2.5,82.0,2.0,10.838,3.506,,
NGC4183,11.35,110.0,5.6,70.87,0.0,41.81,18.0,2.5,82.0,2.0,10.838,3.506,,
NGC4183,12.31,111.0,5.2,67.15,0.0,40.2,18.0,2.5,82.0,2.0,10.838,3.506,,
NGC4183,13.12,109.0,4.8,64.51,0.0,38.58,18.0,2.5,82.0,2.0,10.838,3.506,,
NGC4183,14.05,108.0,4.4,61.97,0.0,38.15,18.0,2.5,82.0,2.0,10.838,3.506,,
NGC4183,14.98,109.0,5.2,59.84,0.0,39.01,18.0,2.5,82.0,2.0,10.838,3.506,,
NGC4183,16.03,111.0,5.3,57.82,0.0,38.26,18.0,2.5,82.0,2.0,10.838,3.506,,
NGC4183,16.95,110.0,4.9,56.23,0.0,36.53,18.0,2.5,82.0,2.0,10.838,3.506,,
NGC4183,17.88,109.0,4.9,54.53,0.0,37.39,18.0,2.5,82.0,2.0,10.838,3.506,,
NGC4183,18.93,110.0,5.3,52.76,0.0,36.86,18.0,2.5,82.0,2.0,10.838,3.506,,
NGC4183,19.97,112.0,10.2,51.32,0.0,35.67,18.0,2.5,82.0,2.0,10.838,3.506,,
NGC4183,21.02,113.0,11.5,49.87,0.0,35.35,18.0,2.5,82.0,2.0,10.838,3.506,,
NGC4217,0.87,47.8,8.2,22.47,153.43,3.06,18.0,2.5,86.0,2.0,85.299,2.562,,
NGC4217,1.74,98.9,8.2,39.91,217.64,12.07,18.0,2.5,86.0,2.0,85.299,2.562,,
NGC4217,2.61,146.0,7.7,54.38,259.32,14.22,18.0,2.5,86.0,2.0,85.299,2.562,,
NGC4217,3.5,164.0,6.4,67.47,273.94,13.58,18.0,2.5,86.0,2.0,85.299,2.562,,
NGC4217,4.37,174.0,5.95,76.15,256.31,15.41,18.0,2.5,86.0,2.0,85.299,2.562,,
NGC4217,5.24,175.0,6.0,86.2,236.55,20.15,18.0,2.5,86.0,2.0,85.299,2.562,,
NGC4217,6.11,184.0,6.4,98.08,219.32,23.71,18.0,2.5,86.0,2.0,85.299,2.562,,
NGC4217,6.98,185.0,6.4,106.18,205.28,21.44,18.0,2.5,86.0,2.0,85.299,2.562,,
NGC4217,7.85,188.0,6.65,114.52,193.65,24.46,18.0,2.5,86.0,2.0,85.299,2.562,,
NGC4217,8.72,190.0,7.35,106.83,183.73,27.91,18.0,2.5,86.0,2.0,85.299,2.562,,
NGC4217,9.6,191.0,6.4,97.81,175.09,30.71,18.0,2.5,86.0,2.0,85.299,2.562,,
NGC4217,10.47,191.0,5.55,91.79,167.63,32.87,18.0,2.5,86.0,2.0,85.299,2.562,,
NGC4217,11.35,189.0,5.95,87.56,161.03,33.95,18.0,2.5,86.0,2.0,85.299,2.562,,
NGC4217,12.19,186.0,6.85,84.33,155.43,32.87,18.0,2.5,86.0,2.0,85.299,2.562,,
NGC4217,13.12,183.0,6.4,81.01,149.82,32.44,18.0,2.5,86.0,2.0,85.299,2.562,,
NGC4217,13.94,179.0,6.85,78.12,145.35,31.36,18.0,2.5,86.0,2.0,85.299,2.562,,
NGC4217,14.86,177.0,7.25,75.23,140.78,30.5,18.0,2.5,86.0,2.0,85.299,2.562,,
NGC4217,15.79,177.0,8.55,72.41,136.57,31.36,18.0,2.5,86.0,2.0,85.299,2.562,,
NGC4217,16.72,178.0,12.0,69.87,132.72,33.41,18.0,2.5,86.0,2.0,85.299,2.562,,
NGC5005,0.49,211.0,40.1,73.17,233.76,64.37,16.9,1.5,68.0,2.0,178.72,1.28,,
NGC5005,0.98,233.0,17.4,130.38,272.92,75.6,16.9,1.5,68.0,2.0,178.72,1.28,,
NGC5005,1.47,227.0,14.4,176.13,246.78,68.11,16.9,1.5,68.0,2.0,178.72,1.28,,
NGC5005,1.97,234.0,10.8,213.49,213.16,61.94,16.9,1.5,68.0,2.0,178.72,1.28,,
NGC5005,2.46,245.0,7.67,244.17,190.74,60.52,16.9,1.5,68.0,2.0,178.72,1.28,,
NGC5005,2.95,244.0,23.3,261.9,174.18,69.43,16.9,1.5,68.0,2.0,178.72,1.28,,
NGC5005,3.44,261.0,23.3,273.58,161.3,75.4,16.9,1.5,68.0,2.0,178.72,1.28,,
NGC5005,3.93,259.0,22.7,276.37,150.91,73.37,16.9,1.5,68.0,2.0,178.72,1.28,,
NGC5005,4.42,258.0,22.7,276.54,142.3,68.82,16.9,1.5,68.0,2.0,178.72,1.28,,
NGC5005,4.92,258.0,22.5,278.71,134.88,65.78,16.9,1.5,68.0,2.0,178.72,1.28,,
NGC5005,5.74,261.0,22.4,282.13,124.87,61.84,16.9,1.5,68.0,2.0,178.72,1.28,,
NGC5005,6.56,263.0,22.4,284.24,116.81,59.41,16.9,1.5,68.0,2.0,178.72,1.28,,
NGC5005,7.37,264.0,22.3,281.24,110.2,58.09,16.9,1.5,68.0,2.0,178.72,1.28,,
NGC5005,8.19,265.0,22.2,279.02,104.54,58.09,16.9,1.5,68.0,2.0,178.72,1.28,,
NGC5005,9.01,265.0,22.2,277.3,99.67,58.19,16.9,1.5,68.0,2.0,178.72,1.28,,
NGC5005,9.83,264.0,22.0,272.35,95.42,57.28,16.9,1.5,68.0,2.0,178.72,1.28,,
NGC5005,10.65,264.0,21.9,264.11,91.67,55.06,16.9,1.5,68.0,2.0,178.72,1.28,,
NGC5005,11.47,265.0,22.0,254.75,88.34,51.82,16.9,1.5,68.0,2.0,178.72,1.28,,
NGC5055,0.72,125.0,17.6,201.48,0.0,2.2,9.9,0.3,55.0,6.0,152.922,11.722,,
NGC5055,1.43,162.0,8.5,240.13,0.0,3.72,9.9,0.3,55.0,6.0,152.922,11.722,,
NGC5055,2.16,178.0,5.22,263.27,0.0,4.09,9.9,0.3,55.0,6.0,152.922,11.722,,
NGC5055,2.87,193.0,1.88,280.74,0.0,5.34,9.9,0.3,55.0,6.0,152.922,11.722,,
NGC5055,3.59,192.0,3.59,273.32,0.0,6.03,9.9,0.3,55.0,6.0,152.922,11.722,,
NGC5055,4.3,190.0,0.97,272.18,0.0,5.11,9.9,0.3,55.0,6.0,152.922,11.722,,
NGC5055,5.03,195.0,0.99,273.73,0.0,8.42,9.9,0.3,55.0,6.0,152.922,11.722,,
NGC5055,5.75,201.0,0.45,276.2,0.0,14.42,9.9,0.3,55.0,6.0,152.922,11.722,,
NGC5055,6.46,204.0,0.81,279.72,0.0,19.11,9.9,0.3,55.0,6.0,152.922,11.722,,
NGC5055,7.18,204.0,0.65,275.62,0.0,22.51,9.9,0.3,55.0,6.0,152.922,11.722,,
NGC5055,7.91,206.0,0.66,271.43,0.0,25.8,9.9,0.3,55.0,6.0,152.922,11.722,,
NGC5055,8.62,206.0,1.54,267.09,0.0,28.49,9.9,0.3,55.0,6.0,152.922,11.722,,
NGC5055,11.49,206.0,1.9,245.58,0.0,33.07,9.9,0.3,55.0,6.0,152.922,11.722,,
NGC5055,14.3,206.0,0.42,225.03,0.0,45.73,9.9,0.3,55.0,6.0,152.922,11.722,,
NGC5055,17.19,203.0,4.19,208.52,0.0,47.26,9.9,0.3,55.0,6.0,152.922,11.722,,
NGC5055,20.07,200.0,1.23,190.41,0.0,44.56,9.9,0.3,55.0,6.0,152.922,11.722,,
NGC5055,22.96,194.0,4.09,175.86,0.0,40.45,9.9,0.3,55.0,6.0,152.922,11.722,,
NGC5055,25.85,188.0,5.2,164.23,0.0,37.41,9.9,0.3,55.0,6.0,152.922,11.722,,
NGC5055,28.74,184.0,1.16,154.38,0.0,38.46,9.9,0.3,55.0,6.0,152.922,11.722,,
NGC5055,31.62,182.0,2.47,146.2,0.0,40.22,9.9,0.3,55.0,6.0,152.922,11.722,,
NGC5055,34.51,180.0,3.85,139.3,0.0,42.57,9.9,0.3,55.0,6.0,152.922,11.722,,
NGC5055,37.4,181.0,8.43,133.34,0.0,40.57,9.9,0.3,55.0,6.0,152.922,11.722,,
NGC5055,40.29,180.0,4.55,128.12,0.0,41.86,9.9,0.3,55.0,6.0,152.922,11.722,,
NGC5055,43.17,179.0,0.44,123.52,0.0,42.92,9.9,0.3,55.0,6.0,152.922,11.722,,
NGC5055,45.92,179.0,1.96,119.59,0.0,44.68,9.9,0.3,55.0,6.0,152.922,11.722,,
NGC5055,48.81,179.0,2.99,115.83,0.0,44.56,9.9,0.3,55.0,6.0,152.922,11.722,,
NGC5055,51.7,174.0,3.39,112.43,0.0,43.74,9.9,0.3,55.0,6.0,152.922,11.722,,
NGC5055,54.59,172.0,4.84,109.32,0.0,41.74,9.9,0.3,55.0,6.0,152.922,11.722,,
NGC5907,5.03,214.0,6.0,178.85,0.0,0.0,17.3,0.9,88.0,2.0,175.425,21.025,,
NGC5907,7.55,220.0,6.0,207.41,0.0,0.0,17.3,0.9,88.0,2.0,175.425,21.025,,
NGC5907,10.07,235.0,4.0,227.06,0.0,0.0,17.3,0.9,88.0,2.0,175.425,21.025,,
NGC5907,12.58,235.0,4.0,232.81,0.0,16.93,17.3,0.9,88.0,2.0,175.425,21.025,,
NGC5907,15.1,230.0,2.0,224.63,0.0,24.45,17.3,0.9,88.0,2.0,175.425,21.025,,
NGC5907,17.61,231.0,2.0,217.25,0.0,31.1,17.3,0.9,88.0,2.0,175.425,21.025,,
NGC5907,20.13,232.0,2.0,208.93,0.0,42.26,17.3,0.9,88.0,2.0,175.425,21.025,,
NGC5907,22.65,225.0,7.0,198.38,0.0,53.67,17.3,0.9,88.0,2.0,175.425,21.025,,
NGC5907,25.16,224.0,7.0,187.6,0.0,49.79,17.3,0.9,88.0,2.0,175.425,21.025,,
NGC5907,27.68,229.0,2.0,177.97,0.0,54.3,17.3,0.9,88.0,2.0,175.425,21.025,,
NGC5907,30.2,218.0,2.0,169.55,0.0,64.08,17.3,0.9,88.0,2.0,175.425,21.025,,
NGC5907,32.71,214.0,2.0,162.23,0.0,61.58,17.3,0.9,88.0,2.0,175.425,21.025,,
NGC5907,35.23,213.0,2.0,155.53,0.0,64.96,17.3,0.9,88.0,2.0,175.425,21.025,,
NGC5907,37.75,211.0,2.0,149.39,0.0,61.95,17.3,0.9,88.0,2.0,175.425,21.025,,
NGC5907,40.26,217.0,2.0,143.82,0.0,63.21,17.3,0.9,88.0,2.0,175.425,21.025,,
NGC5907,42.78,216.0,3.0,138.81,0.0,60.7,17.3,0.9,88.0,2.0,175.425,21.025,,
NGC5907,45.29,215.0,3.0,134.25,0.0,60.57,17.3,0.9,88.0,2.0,175.425,21.025,,
NGC5907,47.81,217.0,5.0,130.16,0.0,60.07,17.3,0.9,88.0,2.0,175.425,21.025,,
NGC5907,50.33,214.0,5.0,126.52,0.0,62.33,17.3,0.9,88.0,2.0,175.425,21.025,,
NGC6195,1.33,175.0,13.6,53.18,236.8,0.0,127.8,12.8,62.0,5.0,391.076,20.907,,
NGC6195,2.34,237.0,3.65,84.9,258.48,0.0,127.8,12.8,62.0,5.0,391.076,20.907,,
NGC6195,3.33,247.0,3.81,110.89,258.69,0.0,127.8,12.8,62.0,5.0,391.076,20.907,,
NGC6195,4.34,242.0,3.56,133.39,255.32,0.0,127.8,12.8,62.0,5.0,391.076,20.907,,
NGC6195,5.35,240.0,4.2,152.34,247.96,0.11,127.8,12.8,62.0,5.0,391.076,20.907,,
NGC6195,6.34,233.0,4.59,168.35,242.98,0.0,127.8,12.8,62.0,5.0,391.076,20.907,,
NGC6195,7.34,233.0,4.63,182.51,235.83,0.0,127.8,12.8,62.0,5.0,391.076,20.907,,
